LocalAuthority,IndicatorCode,Year,LA_IndicatorCash,LA_NumeratorCash,LA_DenominatorCash,Scotland_IndicatorCash,Scotland_NumeratorCash,Scotland_DenominatorCash,IndicatorCash_FG,NumeratorCash_FG,DenominatorCash_FG,FamilyGroup
Orkney Islands,CHN04,2017-18,0.68,,,0.62,,,0.6925,,,Least Deprived
Orkney Islands,CHN04,2018-19,0.74,,,0.63,,,0.71,,,Least Deprived
Orkney Islands,CHN04,2019-20,0.55,,,0.64,,,0.695,,,Least Deprived
Orkney Islands,CHN04,2020-21,0.73,,,0.67,,,0.74625,,,Least Deprived
Orkney Islands,CHN04,2021-22,0.71,,,0.69,,,0.7625,,,Least Deprived
Orkney Islands,CHN05,2011-12,0.26,,,0.26,,,0.3275,,,Least Deprived
Orkney Islands,CHN05,2012-13,0.25,,,0.27,,,0.33125,,,Least Deprived
Orkney Islands,CHN05,2013-14,0.32,,,0.29,,,0.3625,,,Least Deprived
Orkney Islands,CHN05,2014-15,0.34,,,0.31,,,0.38375,,,Least Deprived
Orkney Islands,CHN05,2015-16,0.28,,,0.33,,,0.395,,,Least Deprived
Orkney Islands,CHN05,2016-17,0.39,,,0.34,,,0.4125,,,Least Deprived
Orkney Islands,CHN05,2017-18,0.33,,,0.34,,,0.41625,,,Least Deprived
Orkney Islands,CHN05,2018-19,0.34,,,0.35,,,0.42,,,Least Deprived
Orkney Islands,CHN05,2019-20,0.31,,,0.38,,,0.45,,,Least Deprived
Orkney Islands,CHN05,2020-21,0.39,,,0.41,,,0.48375,,,Least Deprived
Orkney Islands,CHN05,2021-22,0.35,,,0.4,,,0.46,,,Least Deprived
Orkney Islands,CHN08a,2010-11,4115.3846,856,4,2810.496,213519,1461,4287.303388,5770.125,35.25,Least Deprived
Orkney Islands,CHN08a,2011-12,2685.8975,838,6,3014.2252,224608,1433,3956.518738,5744,34.375,Least Deprived
Orkney Islands,CHN08a,2012-13,2204.3269,917,8,2930.1475,223371,1466,3759.914675,5430,33.25,Least Deprived
Orkney Islands,CHN08a,2013-14,2383.1362,1611,13,3104.6485,236835,1467,4259.763725,5826.25,34.25,Least Deprived
Orkney Islands,CHN08a,2014-15,2261.8342,1529,13,3170.9638,252117,1529,4325.386575,6169.5,34.25,Least Deprived
Orkney Islands,CHN08a,2015-16,4079.3269,1697,8,3405.8513,261583,1477,4545.151788,5800.25,34.25,Least Deprived
Orkney Islands,CHN08a,2016-17,3312.5,1378,8,3386.6927,265747,1509,3791.706738,5915.125,37.875,Least Deprived
Orkney Islands,CHN08a,2017-18,4929.4871,1538,6,3501.2592,275283,1512,4214.76215,6175.375,36.125,Least Deprived
Orkney Islands,CHN08a,2018-19,6326.9231,1645,5,3830.7481,288440,1448,5815.56275,6644.125,34.375,Least Deprived
Orkney Islands,CHN08a,2019-20,4206.044,1531,7,3910.261,287107,1412,4944.280025,6518.875,36.375,Least Deprived
Orkney Islands,CHN08a,2020-21,3901.7094,1826,9,4379.875,292891,1286,4568.787275,7439.25,36.25,Least Deprived
Orkney Islands,CHN08a,2021-22,4267.3077,2219,10,4702.1029,313950,1284,5106.092613,8344.375,38.125,Least Deprived
Orkney Islands,CHN08b,2010-11,446.4287,325,14,204.7654,157268,14770,282.5229375,4488.375,345.5,Least Deprived
Orkney Islands,CHN08b,2011-12,305.7692,318,20,221.2179,170422,14815,249.114925,4433.125,348.875,Least Deprived
Orkney Islands,CHN08b,2012-13,237.8542,235,19,249.8415,189238,14566,279.592325,5610.625,349.625,Least Deprived
Orkney Islands,CHN08b,2013-14,212.2781,287,26,264.3037,194241,14133,254.53345,5873.625,345.75,Least Deprived
Orkney Islands,CHN08b,2014-15,315.934,345,21,278.3838,200796,13871,267.95545,5769.375,343.5,Least Deprived
Orkney Islands,CHN08b,2015-16,452.8846,471,20,291.5698,209837,13840,325.7266,6126.375,336.875,Least Deprived
Orkney Islands,CHN08b,2016-17,360.2563,562,30,316.2404,220159,13388,317.2713375,5824,332.625,Least Deprived
Orkney Islands,CHN08b,2017-18,373.0769,485,25,332.3833,225417,13042,364.1723625,6101.5,321,Least Deprived
Orkney Islands,CHN08b,2018-19,276.4423,460,32,343.1042,228620,12814,375.78525,6631,313.5,Least Deprived
Orkney Islands,CHN08b,2019-20,469.5513,586,24,352.7033,235658,12849,431.8323,7173.75,308,Least Deprived
Orkney Islands,CHN08b,2020-21,347.4802,524,29,382.1829,237866,11969,455.7059,7271.25,283.625,Least Deprived
Orkney Islands,CHN08b,2021-22,483.9744,604,24,402.5337,236780,11312,484.6003375,7088.125,270.75,Least Deprived
Orkney Islands,CHN09,2010-11,0.7778,,,0.91,,,0.879675,,,Least Deprived
Orkney Islands,CHN09,2011-12,0.7692,,,0.9118,,,0.884075,,,Least Deprived
Orkney Islands,CHN09,2012-13,0.7037,,,0.9086,,,0.88375,,,Least Deprived
Orkney Islands,CHN09,2013-14,0.6667,,,0.906,,,0.8716375,,,Least Deprived
Orkney Islands,CHN09,2014-15,0.6176,,,0.9007,,,0.867725,,,Least Deprived
Orkney Islands,CHN09,2015-16,0.7143,,,0.9036,,,0.8748,,,Least Deprived
Orkney Islands,CHN09,2016-17,0.7895,,,0.8987,,,0.8720375,,,Least Deprived
Orkney Islands,CHN09,2017-18,0.8065,,,0.8961,,,0.8638375,,,Least Deprived
Orkney Islands,CHN09,2018-19,0.8649,,,0.8985,,,0.8870625,,,Least Deprived
Orkney Islands,CHN09,2019-20,0.7742,,,0.901,,,0.8771125,,,Least Deprived
Orkney Islands,CHN09,2020-21,0.7632,,,0.903,,,0.8588875,,,Least Deprived
Orkney Islands,CHN09,2021-22,0.7059,,,0.8981,,,0.8450375,,,Least Deprived
Orkney Islands,CHN10,2010-14,0.945333333,,,0.824,,,0.850208333,,,Least Deprived
Orkney Islands,CHN10,2012-15,0.936666667,,,0.81,,,0.836666667,,,Least Deprived
Orkney Islands,CHN10,2013-16,0.946666667,,,0.78,,,0.810416667,,,Least Deprived
Orkney Islands,CHN10,2014-17,0.946666667,,,0.753,,,0.79375,,,Least Deprived
Orkney Islands,CHN10,2015-18,0.913333333,,,0.723,,,0.778333333,,,Least Deprived
Orkney Islands,CHN10,2016-19,0.880666667,,,0.718,,,0.778458333,,,Least Deprived
Orkney Islands,CHN10,2017-20,0.847333333,,,0.718,,,0.785125,,,Least Deprived
Orkney Islands,CHN10,2018-21,0.880666667,,,0.745,,,0.803458333,,,Least Deprived
Orkney Islands,CHN10,2019-22,0.87,,,0.75,,,0.798333333,,,Least Deprived
Orkney Islands,CHN11,2011-12,0.942477876,,,0.902844507,,,0.925254822,,,Least Deprived
Orkney Islands,CHN11,2012-13,0.946564885,,,0.919220865,,,0.939966607,,,Least Deprived
Orkney Islands,CHN11,2013-14,0.938095238,,,0.925567917,,,0.93909535,,,Least Deprived
Orkney Islands,CHN11,2014-15,0.946058091,,,0.931588272,,,0.944751346,,,Least Deprived
Orkney Islands,CHN11,2015-16,0.906542056,,,0.935149603,,,0.944010535,,,Least Deprived
Orkney Islands,CHN11,2016-17,0.960784314,,,0.938693957,,,0.948546386,,,Least Deprived
Orkney Islands,CHN11,2017-18,0.984693878,,,0.945565651,,,0.963204736,,,Least Deprived
Orkney Islands,CHN11,2018-19,0.947598253,,,0.950462219,,,0.960338748,,,Least Deprived
Orkney Islands,CHN11,2019-20,0.9189,,,0.9334,,,0.935875,,,Least Deprived
Orkney Islands,CHN11,2020-21,0.965346535,,,0.954774761,,,0.965414353,,,Least Deprived
Orkney Islands,CHN11,2021-22,0.948356808,,,0.957311223,,,0.960820981,,,Least Deprived
Orkney Islands,CHN12a,2011-12,823.92,,,769.68,,,902.135,,,Least Deprived
Orkney Islands,CHN12a,2012-13,814.44,,,797.61,,,916.22375,,,Least Deprived
Orkney Islands,CHN12a,2013-14,909.2,,,826.62,,,944.8475,,,Least Deprived
Orkney Islands,CHN12a,2014-15,948.03,,,860.04,,,994.13,,,Least Deprived
Orkney Islands,CHN12a,2015-16,901.97,,,877.23,,,1007.06125,,,Least Deprived
Orkney Islands,CHN12a,2016-17,957.03,,,888.15,,,1023.6,,,Least Deprived
Orkney Islands,CHN12a,2017-18,907.31,,,893.97,,,1026.405,,,Least Deprived
Orkney Islands,CHN12a,2018-19,956.55,,,895.01,,,1015.6975,,,Least Deprived
Orkney Islands,CHN12a,2019-20,783.02,,,929.98,,,1015.0675,,,Least Deprived
Orkney Islands,CHN12a,2020-21,976.14,,,972.41,,,1100.56375,,,Least Deprived
Orkney Islands,CHN12a,2021-22,984.64,,,980.72,,,1100.41625,,,Least Deprived
Orkney Islands,CHN12c,2011-12,903,,,618,,,671,,,Least Deprived
Orkney Islands,CHN12c,2012-13,686,,,644,,,685.625,,,Least Deprived
Orkney Islands,CHN12c,2013-14,829,,,685,,,670,,,Least Deprived
Orkney Islands,CHN12c,2014-15,1026,,,716,,,790.5714286,,,Least Deprived
Orkney Islands,CHN12c,2015-16,886,,,741,,,832.875,,,Least Deprived
Orkney Islands,CHN12c,2016-17,998,,,751,,,809.5,,,Least Deprived
Orkney Islands,CHN12c,2017-18,868,,,752,,,832,,,Least Deprived
Orkney Islands,CHN12c,2018-19,895,,,743,,,751,,,Least Deprived
Orkney Islands,CHN12c,2019-20,640,,,759,,,785.625,,,Least Deprived
Orkney Islands,CHN12c,2020-21,1065,,,817,,,933.25,,,Least Deprived
Orkney Islands,CHN12c,2021-22,770,,,827,,,865.625,,,Least Deprived
Orkney Islands,CHN12d,2011-12,701,,,759,,,779.625,,,Least Deprived
Orkney Islands,CHN12d,2012-13,787,,,788,,,810.25,,,Least Deprived
Orkney Islands,CHN12d,2013-14,709,,,816,,,830.875,,,Least Deprived
Orkney Islands,CHN12d,2014-15,811,,,851,,,900.5,,,Least Deprived
Orkney Islands,CHN12d,2015-16,911,,,864,,,918.125,,,Least Deprived
Orkney Islands,CHN12d,2016-17,1109,,,882,,,950,,,Least Deprived
Orkney Islands,CHN12d,2017-18,825,,,899,,,951.875,,,Least Deprived
Orkney Islands,CHN12d,2018-19,948,,,875,,,937,,,Least Deprived
Orkney Islands,CHN12d,2019-20,631,,,906,,,922.75,,,Least Deprived
Orkney Islands,CHN12d,2020-21,900,,,975,,,998.25,,,Least Deprived
Orkney Islands,CHN12d,2021-22,1088,,,965,,,1007.625,,,Least Deprived
Orkney Islands,CHN12e,2011-12,829,,,909,,,940.375,,,Least Deprived
Orkney Islands,CHN12e,2012-13,871,,,929,,,965.75,,,Least Deprived
Orkney Islands,CHN12e,2013-14,965,,,962,,,996.625,,,Least Deprived
Orkney Islands,CHN12e,2014-15,956,,,984,,,1025.571429,,,Least Deprived
Orkney Islands,CHN12e,2015-16,897,,,998,,,1029.75,,,Least Deprived
Orkney Islands,CHN12e,2016-17,877,,,1002,,,1069.5,,,Least Deprived
Orkney Islands,CHN12e,2017-18,936,,,1019,,,1052.5,,,Least Deprived
Orkney Islands,CHN12e,2018-19,952,,,1015,,,1052.625,,,Least Deprived
Orkney Islands,CHN12e,2019-20,852,,,1030,,,1051,,,Least Deprived
Orkney Islands,CHN12e,2020-21,975,,,1108,,,1131.25,,,Least Deprived
Orkney Islands,CHN12e,2021-22,1032,,,1113,,,1128.25,,,Least Deprived
Orkney Islands,CHN12f,2011-12,780,,,1101,,,1097.375,,,Least Deprived
Orkney Islands,CHN12f,2012-13,908,,,1134,,,1131.125,,,Least Deprived
Orkney Islands,CHN12f,2013-14,1297,,,1149,,,1173.875,,,Least Deprived
Orkney Islands,CHN12f,2014-15,1067,,,1185,,,1150.125,,,Least Deprived
Orkney Islands,CHN12f,2015-16,1131,,,1197,,,1209.5,,,Least Deprived
Orkney Islands,CHN12f,2016-17,1199,,,1210,,,1156.75,,,Least Deprived
Orkney Islands,CHN12f,2017-18,1227,,,1224,,,1142.375,,,Least Deprived
Orkney Islands,CHN12f,2018-19,1206,,,1195,,,1226.857143,,,Least Deprived
Orkney Islands,CHN12f,2019-20,997,,,1241,,,1253,,,Least Deprived
Orkney Islands,CHN12f,2020-21,1179,,,1320,,,1328.428571,,,Least Deprived
Orkney Islands,CHN12f,2021-22,764,,,1316,,,1284,,,Least Deprived
Orkney Islands,CHN13a,2018-19,0.6126,,,0.723,,,0.7256375,,,Least Deprived
Orkney Islands,CHN13a,2020-21,0.68358209,,,0.668774993,,,0.703319478,,,Least Deprived
Orkney Islands,CHN13a,2021-22,0.719271624,,,0.7053869,,,0.734206549,,,Least Deprived
Orkney Islands,CHN13b,2018-19,0.7235,,,0.7907,,,0.79325,,,Least Deprived
Orkney Islands,CHN13b,2020-21,0.752238806,,,0.746906388,,,0.776016754,,,Least Deprived
Orkney Islands,CHN13b,2021-22,0.786039454,,,0.779493165,,,0.801008038,,,Least Deprived
Orkney Islands,CHN17,2013-14,0.9085,,,0.808,,,0.86695,,,Least Deprived
Orkney Islands,CHN17,2014-15,0.7751,,,0.8079,,,0.84515,,,Least Deprived
Orkney Islands,CHN17,2015-16,0.8659,,,0.8158,,,0.872025,,,Least Deprived
Orkney Islands,CHN17,2016-17,0.875,,,0.8237,,,0.8662875,,,Least Deprived
Orkney Islands,CHN17,2017-18,0.8696,,,0.8461,,,0.895525,,,Least Deprived
Orkney Islands,CHN17,2018-19,0.9227,,,0.8548,,,0.9038625,,,Least Deprived
Orkney Islands,CHN17,2019-20,0.8895,,,0.857,,,0.891975,,,Least Deprived
Orkney Islands,CHN17,2020-21,0.902,,,0.8506,,,0.89075,,,Least Deprived
Orkney Islands,CHN17,2021-22,0.8889,,,0.8214,,,0.8625,,,Least Deprived
Orkney Islands,CHN18,2010-11,0.9375,,,0.871317158,,,0.909060905,,,Least Deprived
Orkney Islands,CHN18,2011-12,0.894736842,,,0.905676127,,,0.920417936,,,Least Deprived
Orkney Islands,CHN18,2012-13,0.9,,,0.913254966,,,0.923046545,,,Least Deprived
Orkney Islands,CHN18,2013-14,0.947368421,,,0.925896728,,,0.927972926,,,Least Deprived
Orkney Islands,CHN18,2014-15,0.9,,,0.93477391,,,0.935728952,,,Least Deprived
Orkney Islands,CHN18,2015-16,0.789473684,,,0.919051513,,,0.911265233,,,Least Deprived
Orkney Islands,CHN18,2016-17,0.947368421,,,0.916700528,,,0.919818846,,,Least Deprived
Orkney Islands,CHN18,2017-18,0.9,,,0.910326087,,,0.924095592,,,Least Deprived
Orkney Islands,CHN18,2018-19,0.952380952,,,0.90584543,,,0.910025876,,,Least Deprived
Orkney Islands,CHN18,2019-20,0.905,,,0.902,,,0.912625,,,Least Deprived
Orkney Islands,CHN18,2020-21,0.95,,,0.909274194,,,0.913696058,,,Least Deprived
Orkney Islands,CHN18,2021-22,0.95,,,0.894039735,,,0.90610259,,,Least Deprived
Orkney Islands,CHN19a,2010-11,0.931,,,0.931,,,0.93925,,,Least Deprived
Orkney Islands,CHN19a,2012-13,0.938,,,0.936,,,0.943,,,Least Deprived
Orkney Islands,CHN19a,2014-15,0.942,,,0.937,,,0.94475,,,Least Deprived
Orkney Islands,CHN19a,2016-17,0.946,,,0.933,,,0.94425,,,Least Deprived
Orkney Islands,CHN19a,2018-19,0.938292,,,0.929549,,,0.941391,,,Least Deprived
Orkney Islands,CHN19a,2020-21,0.949,,,0.92,,,0.939625,,,Least Deprived
Orkney Islands,CHN19b,2010-11,0.7728,,,0.8632,,,0.8543125,,,Least Deprived
Orkney Islands,CHN19b,2012-13,0.8618,,,0.8865,,,0.8833875,,,Least Deprived
Orkney Islands,CHN19b,2014-15,0.86,,,0.89,,,0.875,,,Least Deprived
Orkney Islands,CHN19b,2016-17,0.9033,,,0.8822,,,0.8933,,,Least Deprived
Orkney Islands,CHN19b,2018-19,0.8364,,,0.8678,,,0.880725,,,Least Deprived
Orkney Islands,CHN19b,2020-21,0.8795,,,0.8789,,,0.8916625,,,Least Deprived
Orkney Islands,CHN20a,2010-11,8.02,,,40,,,25.945,,,Least Deprived
Orkney Islands,CHN20a,2012-13,4,,,32.8,,,20.875,,,Least Deprived
Orkney Islands,CHN20a,2014-15,1.9,,,27.2,,,16.1375,,,Least Deprived
Orkney Islands,CHN20a,2016-17,5.19,,,26.84,,,17.795,,,Least Deprived
Orkney Islands,CHN20a,2018-19,6.11,,,21.65,,,18.18125,,,Least Deprived
Orkney Islands,CHN20b,2012-13,0,,,280.3,,,242.2642857,,,Least Deprived
Orkney Islands,CHN20b,2014-15,0,,,246.85,,,181.6316667,,,Least Deprived
Orkney Islands,CHN21,2015-16,0.941,,,0.904,,,0.935375,,,Least Deprived
Orkney Islands,CHN21,2016-17,0.938,,,0.911,,,0.936125,,,Least Deprived
Orkney Islands,CHN21,2017-18,0.953,,,0.918,,,0.941875,,,Least Deprived
Orkney Islands,CHN21,2018-19,0.954491018,,,0.9156484,,,0.941852035,,,Least Deprived
Orkney Islands,CHN21,2019-20,0.947051745,,,0.92132284,,,0.942181914,,,Least Deprived
Orkney Islands,CHN21,2020-21,0.933655006,,,0.921794063,,,0.940061235,,,Least Deprived
Orkney Islands,CHN21,2021-22,0.939464494,,,0.923522745,,,0.942225647,,,Least Deprived
Orkney Islands,CHN21,2022-23,0.964285714,,,0.942722957,,,0.958446229,,,Least Deprived
Orkney Islands,CHN22,2012-13,0,,,0.0647,,,0.062025,,,Least Deprived
Orkney Islands,CHN22,2013-14,0,,,0.0677,,,0.044825,,,Least Deprived
Orkney Islands,CHN22,2014-15,0.1176,,,0.0675,,,0.0798,,,Least Deprived
Orkney Islands,CHN22,2015-16,0.6,,,0.0617,,,0.178475,,,Least Deprived
Orkney Islands,CHN22,2016-17,0.625,,,0.0648,,,0.1284,,,Least Deprived
Orkney Islands,CHN22,2017-18,0,,,0.0596,,,0.04065,,,Least Deprived
Orkney Islands,CHN22,2018-19,0,,,0.0722,,,0.0621,,,Least Deprived
Orkney Islands,CHN22,2019-20,0,,,0.0686,,,0.098775,,,Least Deprived
Orkney Islands,CHN22,2020-21,0,,,0.0701,,,0.03725,,,Least Deprived
Orkney Islands,CHN22,2021-22,0,,,0.0801,,,0.0982,,,Least Deprived
Orkney Islands,CHN23,2010-11,0.1111,,,0.2112,,,0.2065375,,,Least Deprived
Orkney Islands,CHN23,2011-12,0.2692,,,0.2136,,,0.212,,,Least Deprived
Orkney Islands,CHN23,2012-13,0.2593,,,0.212,,,0.2066375,,,Least Deprived
Orkney Islands,CHN23,2013-14,0.3846,,,0.2194,,,0.2251625,,,Least Deprived
Orkney Islands,CHN23,2014-15,0.4118,,,0.2135,,,0.2602,,,Least Deprived
Orkney Islands,CHN23,2015-16,0.4286,,,0.2068,,,0.262125,,,Least Deprived
Orkney Islands,CHN23,2016-17,0.1842,,,0.2119,,,0.2188375,,,Least Deprived
Orkney Islands,CHN23,2017-18,0.3226,,,0.2013,,,0.2422375,,,Least Deprived
Orkney Islands,CHN23,2018-19,0.2703,,,0.1951,,,0.22845,,,Least Deprived
Orkney Islands,CHN23,2019-20,0.2581,,,0.1668,,,0.2274625,,,Least Deprived
Orkney Islands,CHN23,2020-21,0.1316,,,0.1679,,,0.2042125,,,Least Deprived
Orkney Islands,CHN23,2021-22,0.235,,,0.1586,,,0.181625,,,Least Deprived
Orkney Islands,CHN24,2014-15,0.202610657,,,0.20192262,,,0.17086797,,,Least Deprived
Orkney Islands,CHN24,2015-16,0.20700191,,,0.213532942,,,0.179353539,,,Least Deprived
Orkney Islands,CHN24,2016-17,0.218698904,,,0.216739635,,,0.18891724,,,Least Deprived
Orkney Islands,CHN24,2017-18,0.22379145,,,0.218479198,,,0.194006234,,,Least Deprived
Orkney Islands,CHN24,2018-19,0.211760089,,,0.212424348,,,0.177169258,,,Least Deprived
Orkney Islands,CHN24,2019-20,0.226933181,,,0.228545961,,,0.189274576,,,Least Deprived
Orkney Islands,CHN24,2020-21,0.181645751,,,0.208594664,,,0.16331894,,,Least Deprived
Orkney Islands,CHN24,2021-22,0.200873867,,,0.226156075,,,0.178563321,,,Least Deprived
Orkney Islands,CLIM01,2010-11,10.66134945,,,7.890068154,,,9.718106702,,,Rural
Orkney Islands,CLIM01,2011-12,9.56978402,,,7.124855686,,,8.752720539,,,Rural
Orkney Islands,CLIM01,2012-13,9.814884379,,,7.33394387,,,9.167054941,,,Rural
Orkney Islands,CLIM01,2013-14,9.180841019,,,7.077064583,,,8.85513953,,,Rural
Orkney Islands,CLIM01,2014-15,8.828662315,,,6.253661207,,,8.268755421,,,Rural
Orkney Islands,CLIM01,2015-16,8.50482028,,,6.242297822,,,8.37325799,,,Rural
Orkney Islands,CLIM01,2016-17,7.733019215,,,5.766450876,,,7.67335744,,,Rural
Orkney Islands,CLIM01,2017-18,7.521558079,,,5.627267184,,,7.521992992,,,Rural
Orkney Islands,CLIM01,2018-19,7.299554324,,,5.540790984,,,7.606581249,,,Rural
Orkney Islands,CLIM01,2019-20,6.716491602,,,5.388738394,,,7.321730409,,,Rural
Orkney Islands,CLIM01,2020-21,6.105198788,,,4.627485426,,,6.465276709,,,Rural
Orkney Islands,CLIM01,2021-22,6.528446692,,,5.095985759,,,7.26598461,,,Rural
Orkney Islands,CLIM02,2010-11,8.737714203,,,7.257253782,,,8.882625802,,,Rural
Orkney Islands,CLIM02,2011-12,7.789073036,,,6.505772455,,,8.045443682,,,Rural
Orkney Islands,CLIM02,2012-13,8.142666373,,,6.740849324,,,8.341176856,,,Rural
Orkney Islands,CLIM02,2013-14,7.592389246,,,6.464162667,,,7.959305974,,,Rural
Orkney Islands,CLIM02,2014-15,7.259414518,,,5.74124595,,,7.4405658,,,Rural
Orkney Islands,CLIM02,2015-16,7.038202689,,,5.612321371,,,7.242787195,,,Rural
Orkney Islands,CLIM02,2016-17,6.393710394,,,5.214386695,,,6.785896424,,,Rural
Orkney Islands,CLIM02,2017-18,6.292832255,,,5.05718507,,,6.679721256,,,Rural
Orkney Islands,CLIM02,2018-19,6.128091724,,,4.861891711,,,6.463938155,,,Rural
Orkney Islands,CLIM02,2019-20,5.615581268,,,4.668565325,,,6.10750086,,,Rural
Orkney Islands,CLIM02,2020-21,5.118100741,,,4.12328077,,,5.399039626,,,Rural
Orkney Islands,CLIM02,2021-22,5.563967048,,,4.572608581,,,5.974423874,,,Rural
Orkney Islands,CORP01,2010-11,0.0623,6464,103684,0.0543,783855.184,14427011,0.059275,18844.5,321804.25,Rural
Orkney Islands,CORP01,2011-12,0.0639,6278,98311,0.057,806185,14136537,0.0707875,21154.125,311772.875,Rural
Orkney Islands,CORP01,2012-13,0.0576,5928,102837,0.0559,796541,14240941,0.06575,22175.25,312529.5,Rural
Orkney Islands,CORP01,2013-14,0.054,5784,107036,0.0522,757513,14514478,0.0613875,19846.125,322958.125,Rural
Orkney Islands,CORP01,2014-15,0.0631,6533,103600,0.0523,769090,14708933,0.0658625,21236.875,324525.75,Rural
Orkney Islands,CORP01,2015-16,0.0638,7048,110496,0.0533,790597,14841363,0.068875,22667,331775.125,Rural
Orkney Islands,CORP01,2016-17,0.056,6037,107802,0.0498,748223,15009642,0.0635125,21770.75,332183.375,Rural
Orkney Islands,CORP01,2017-18,0.0516,5733,111206,0.0445,677795,15241550,0.0527875,18644.125,334820.375,Rural
Orkney Islands,CORP01,2018-19,0.0597,6833,114457,0.0428,670020,15666226.5,0.051175,18459.5,343460,Rural
Orkney Islands,CORP01,2019-20,0.0613,7609,124120,0.04,666766.5713,16680681.26,0.0439375,14971.75,357832.5,Rural
Orkney Islands,CORP01,2020-21,0.0547,6847,125231,0.0404,687640,17043419,0.0434,15533.625,370304.125,Rural
Orkney Islands,CORP01,2021-22,0.0471,6580,139677,0.0406,727292,17935167,0.0401125,15566.375,390899.5,Rural
Orkney Islands,CORP03b,2010-11,0.2828,28,99,0.4626,4994,10795,0.3880875,151,325.25,Rural
Orkney Islands,CORP03b,2011-12,0.2717,25,92,0.485,5196,10713,0.4068125,166.125,335,Rural
Orkney Islands,CORP03b,2012-13,0.2614,23,88,0.4871,4785,9822,0.3959625,104.5,234.75,Rural
Orkney Islands,CORP03b,2013-14,0.25,21,84,0.507,5080,10019,0.4053375,143.125,287.875,Rural
Orkney Islands,CORP03b,2014-15,0.2826,26,92,0.5166,5451,10551,0.420925,149.625,295.625,Rural
Orkney Islands,CORP03b,2015-16,0.2842,27,95,0.5189,5128,9882,0.430725,146.625,286.75,Rural
Orkney Islands,CORP03b,2016-17,0.3717,42,113,0.529,5119,9677,0.455625,155,290.875,Rural
Orkney Islands,CORP03b,2017-18,0.3761,44,117,0.5463,5485,10040,0.4611875,179.375,323.125,Rural
Orkney Islands,CORP03b,2018-19,0.2727,24,88,0.5553,5755,10363,0.460175,180.25,320.125,Rural
Orkney Islands,CORP03b,2019-20,0.2921,26,89,0.5674,5920,10433,0.485325,191.375,330.875,Rural
Orkney Islands,CORP03b,2020-21,0.2857,26,91,0.5806,6366,10964,0.5074375,205.375,343.25,Rural
Orkney Islands,CORP03b,2021-22,0.3043,28,92,0.5898,6651,11277,0.5105625,214.625,359.625,Rural
Orkney Islands,CORP03b,2022-23,0.383,36,94,0.5885,6321,10741,0.5153125,162.875,284.25,Rural
Orkney Islands,CORP03c,2015-16,0.0895,13.21,12.02,0.045,14.73,14.07,0.077325,14.29125,13.18125,Rural
Orkney Islands,CORP03c,2016-17,0.1076,13.84,12.35,0.0421,14.99,14.36,0.0719375,14.6275,13.5675,Rural
Orkney Islands,CORP03c,2017-18,0.1088,14.25,12.7,0.0393,15.22,14.62,0.0707625,14.93125,13.8675,Rural
Orkney Islands,CORP03c,2018-19,0.1159,14.76,13.05,0.0418,15.69,15.04,0.0695875,15.26,14.19875,Rural
